"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD"
"ACTIVITY";"Activité économique";"18.20";"Reproduction d'enregistrements"
"ACTIVITY";"Activité économique";"25.21";"Fabrication de radiateurs et de chaudières pour le chauffage central"
"ACTIVITY";"Activité économique";"17.21B";"Fabrication de cartonnages"
"ACTIVITY";"Activité économique";"25.11Z";"Fabrication de structures métalliques et de parties de structures"
"ACTIVITY";"Activité économique";"46.33";"Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles"
"ACTIVITY";"Activité économique";"27.40Z";"Fabrication d'appareils d'éclairage électrique"
"ACTIVITY";"Activité économique";"23.41";"Fabrication d'articles céramiques à usage domestique ou ornemental"
"ACTIVITY";"Activité économique";"10.92";"Fabrication d'aliments pour animaux de compagnie"
"ACTIVITY";"Activité économique";"37.00Z";"Collecte et traitement des eaux usées"
"ACTIVITY";"Activité économique";"27.1";"Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique"
"ACTIVITY";"Activité économique";"43.31Z";"Travaux de plâtrerie"
"ACTIVITY";"Activité économique";"25.61Z";"Traitement et revêtement des métaux"
"ACTIVITY";"Activité économique";"A88_38";"Collecte, traitement et élimination des déchets ; récupération"
"ACTIVITY";"Activité économique";"46.23";"Commerce de gros d'animaux vivants"
"ACTIVITY";"Activité économique";"46.39";"Commerce de gros non spécialisé de denrées, boissons et tabac"
"ACTIVITY";"Activité économique";"46.41";"Commerce de gros de textiles"
"ACTIVITY";"Activité économique";"46.45";"Commerce de gros de parfumerie et de produits de beauté"
"ACTIVITY";"Activité économique";"17.21C";"Fabrication d'emballages en papier"
"ACTIVITY";"Activité économique";"22.19Z";"Fabrication d'autres articles en caoutchouc"
"ACTIVITY";"Activité économique";"13.94Z";"Fabrication de ficelles, cordes et filets"
"ACTIVITY";"Activité économique";"46.34";"Commerce de gros de boissons"
"ACTIVITY";"Activité économique";"43.31";"Travaux de plâtrerie"
"ACTIVITY";"Activité économique";"46.18";"Intermédiaires spécialisés dans le commerce d'autres produits spécifiques"
"ACTIVITY";"Activité économique";"46.36";"Commerce de gros de sucre, chocolat et confiserie"
"ACTIVITY";"Activité économique";"46.46";"Commerce de gros de produits pharmaceutiques"
"ACTIVITY";"Activité économique";"46.24";"Commerce de gros de cuirs et peaux"
"ACTIVITY";"Activité économique";"46.21";"Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail"
"ACTIVITY";"Activité économique";"46.47";"Commerce de gros de meubles, de tapis et d'appareils d'éclairage"
"ACTIVITY";"Activité économique";"46.22";"Commerce de gros de fleurs et plantes"
"ACTIVITY";"Activité économique";"46.19";"Intermédiaires du commerce en produits divers"
"ACTIVITY";"Activité économique";"47.21";"Commerce de détail de fruits et légumes en magasin spécialisé"
"ACTIVITY";"Activité économique";"45.40";"Commerce et réparation de motocycles"
"ACTIVITY";"Activité économique";"46.11";"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis"
"ACTIVITY";"Activité économique";"10.13A";"Préparation industrielle de produits à base de viande"
"ACTIVITY";"Activité économique";"29.20Z";"Fabrication de carrosseries et remorques"
"ACTIVITY";"Activité économique";"46.48";"Commerce de gros d'articles d'horlogerie et de bijouterie"
"ACTIVITY";"Activité économique";"46.17";"Intermédiaires du commerce en denrées, boissons et tabac"
"ACTIVITY";"Activité économique";"46.16";"Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir"
"ACTIVITY";"Activité économique";"10.61A";"Meunerie"
"ACTIVITY";"Activité économique";"25.72Z";"Fabrication de serrures et de ferrures"
"ACTIVITY";"Activité économique";"28.23";"Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)"
"ACTIVITY";"Activité économique";"46.15";"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie"
"ACTIVITY";"Activité économique";"46.14";"Intermédiaires du commerce en machines, équipements industriels, navires et avions"
"ACTIVITY";"Activité économique";"46.44";"Commerce de gros de vaisselle, verrerie et produits d'entretien"
"ACTIVITY";"Activité économique";"46.42";"Commerce de gros d'habillement et de chaussures"
"ACTIVITY";"Activité économique";"10.4";"Fabrication d'huiles et graisses végétales et animales"
"ACTIVITY";"Activité économique";"23.2";"Fabrication de produits réfractaires"
"ACTIVITY";"Activité économique";"23.64";"Fabrication de mortiers et bétons secs"
"ACTIVITY";"Activité économique";"25.40";"Fabrication d'armes et de munitions"
"ACTIVITY";"Activité économique";"23.91";"Fabrication de produits abrasifs"
"ACTIVITY";"Activité économique";"46.51";"Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels"
"ACTIVITY";"Activité économique";"47.22";"Commerce de détail de viandes et de produits à base de viande en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.43";"Commerce de détail de matériels audio/vidéo en magasin spécialisé"
"ACTIVITY";"Activité économique";"28.49Z";"Fabrication d'autres machines-outils"
"ACTIVITY";"Activité économique";"10.52Z";"Fabrication de glaces et sorbets"
"ACTIVITY";"Activité économique";"22.23Z";"Fabrication d'éléments en matières plastiques pour la construction"
"ACTIVITY";"Activité économique";"46.61";"Commerce de gros de matériel agricole"
"ACTIVITY";"Activité économique";"46.62";"Commerce de gros de machines-outils"
"ACTIVITY";"Activité économique";"46.77";"Commerce de gros de déchets et débris"
"ACTIVITY";"Activité économique";"46.90";"Commerce de gros non spécialisé"
"ACTIVITY";"Activité économique";"46.65";"Commerce de gros de mobilier de bureau"
"ACTIVITY";"Activité économique";"46.63";"Commerce de gros de machines pour l'extraction, la construction et le génie civil"
"ACTIVITY";"Activité économique";"46.71";"Commerce de gros de combustibles et de produits annexes"
"ACTIVITY";"Activité économique";"46.72";"Commerce de gros de minerais et métaux"
"ACTIVITY";"Activité économique";"47.65";"Commerce de détail de jeux et jouets en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.64";"Commerce de détail d'articles de sport en magasin spécialisé"
"ACTIVITY";"Activité économique";"16.21Z";"Fabrication de placage et de panneaux de bois"
"ACTIVITY";"Activité économique";"24.4";"Production de métaux précieux et d'autres métaux non ferreux"
"ACTIVITY";"Activité économique";"31.02";"Fabrication de meubles de cuisine"
"ACTIVITY";"Activité économique";"22.21Z";"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques"
"ACTIVITY";"Activité économique";"46.64";"Commerce de gros de machines pour l'industrie textile et l'habillement"
"ACTIVITY";"Activité économique";"47.42";"Commerce de détail de matériels de télécommunication en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.49";"Commerce de gros d'autres biens domestiques"
"ACTIVITY";"Activité économique";"47.41";"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.81Z";"Commerce de détail alimentaire sur éventaires et marchés"
"ACTIVITY";"Activité économique";"47.63";"Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.79";"Commerce de détail de biens d'occasion en magasin"
"ACTIVITY";"Activité économique";"46.75";"Commerce de gros de produits chimiques"
"ACTIVITY";"Activité économique";"46.66";"Commerce de gros d'autres machines et équipements de bureau"
"ACTIVITY";"Activité économique";"47.62";"Commerce de détail de journaux et papeterie en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.76";"Commerce de gros d'autres produits intermédiaires"
"ACTIVITY";"Activité économique";"47.78";"Autre commerce de détail de biens neufs en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.69";"Commerce de gros d'autres machines et équipements"
"ACTIVITY";"Activité économique";"47.71";"Commerce de détail d'habillement en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.61";"Commerce de détail de livres en magasin spécialisé"
"ACTIVITY";"Activité économique";"10.71B";"Cuisson de produits de boulangerie"
"ACTIVITY";"Activité économique";"25.71Z";"Fabrication de coutellerie"
"ACTIVITY";"Activité économique";"47.30";"Commerce de détail de carburants en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.23Z";"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.77";"Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.76";"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé"
"ACTIVITY";"Activité économique";"32.40";"Fabrication de jeux et jouets"
"ACTIVITY";"Activité économique";"47.3";"Commerce de détail de carburants en magasin spécialisé"
"ACTIVITY";"Activité économique";"33.19Z";"Réparation d'autres équipements"
"ACTIVITY";"Activité économique";"30.92Z";"Fabrication de bicyclettes et de véhicules pour invalides"
"ACTIVITY";"Activité économique";"46.15Z";"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie"
"ACTIVITY";"Activité économique";"47.75";"Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.59";"Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.29";"Autres commerces de détail alimentaires en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.74";"Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé"
"ACTIVITY";"Activité économique";"43.12A";"Travaux de terrassement courants et travaux préparatoires"
"ACTIVITY";"Activité économique";"15.20";"Fabrication de chaussures"
"ACTIVITY";"Activité économique";"47.26";"Commerce de détail de produits à base de tabac en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.53Z";"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.14Z";"Intermédiaires du commerce en machines, équipements industriels, navires et avions"
"ACTIVITY";"Activité économique";"47.54";"Commerce de détail d'appareils électroménagers en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.41Z";"Commerce de gros (commerce interentreprises) de textiles"
"ACTIVITY";"Activité économique";"20.17Z";"Fabrication de caoutchouc synthétique"
"ACTIVITY";"Activité économique";"16.24";"Fabrication d'emballages en bois"
"ACTIVITY";"Activité économique";"47.73";"Commerce de détail de produits pharmaceutiques en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.73";"Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires"
"ACTIVITY";"Activité économique";"46.52";"Commerce de gros de composants et d'équipements électroniques et de télécommunication"
"ACTIVITY";"Activité économique";"47.24";"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.25";"Commerce de détail de boissons en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.74";"Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage"
"ACTIVITY";"Activité économique";"47.23";"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.99";"Autres commerces de détail hors magasin, éventaires ou marchés"
"ACTIVITY";"Activité économique";"47.53";"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.72";"Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.52";"Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.51";"Commerce de détail de textiles en magasin spécialisé"
"ACTIVITY";"Activité économique";"24.52Z";"Fonderie d'acier"
"ACTIVITY";"Activité économique";"10.85Z";"Fabrication de plats préparés"
"ACTIVITY";"Activité économique";"25.50B";"Découpage, emboutissage"
"ACTIVITY";"Activité économique";"47.89";"Autres commerces de détail sur éventaires et marchés"
"ACTIVITY";"Activité économique";"A38_DZ";"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
"ACTIVITY";"Activité économique";"25.29Z";"Fabrication d'autres réservoirs, citernes et conteneurs métalliques"
"ACTIVITY";"Activité économique";"47.81";"Commerce de détail alimentaire sur éventaires et marchés"
"ACTIVITY";"Activité économique";"13.9";"Fabrication d'autres textiles"
"ACTIVITY";"Activité économique";"47.82";"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés"
"ACTIVITY";"Activité économique";"46.17A";"Centrales d'achat alimentaires"
"ACTIVITY";"Activité économique";"46.31Z";"Commerce de gros (commerce interentreprises) de fruits et légumes"
"ACTIVITY";"Activité économique";"47.22Z";"Commerce de détail de viandes et de produits à base de viande en magasin spécialisé"
"ACTIVITY";"Activité économique";"45.31Z";"Commerce de gros d'équipements automobiles"
"ACTIVITY";"Activité économique";"45.11Z";"Commerce de voitures et de véhicules automobiles légers"
"ACTIVITY";"Activité économique";"47.29Z";"Autres commerces de détail alimentaires en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.73A";"Commerce de gros (commerce interentreprises) de bois et de matériaux de construction"
"ACTIVITY";"Activité économique";"47.72B";"Commerce de détail de maroquinerie et d'articles de voyage"
"ACTIVITY";"Activité économique";"47.78B";"Commerces de détail de charbons et combustibles"
"ACTIVITY";"Activité économique";"45.20B";"Entretien et réparation d'autres véhicules automobiles"
"ACTIVITY";"Activité économique";"28.25Z";"Fabrication d'équipements aérauliques et frigorifiques industriels"
"ACTIVITY";"Activité économique";"42.21";"Construction de réseaux pour fluides"
"ACTIVITY";"Activité économique";"46.69C";"Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services"
"ACTIVITY";"Activité économique";"47.77Z";"Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.74Z";"Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.91B";"Vente à distance sur catalogue spécialisé"
"ACTIVITY";"Activité économique";"47.78A";"Commerces de détail d'optique"
"ACTIVITY";"Activité économique";"46.61Z";"Commerce de gros (commerce interentreprises) de matériel agricole"
"ACTIVITY";"Activité économique";"45.40Z";"Commerce et réparation de motocycles"
"ACTIVITY";"Activité économique";"46.69B";"Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers"
"ACTIVITY";"Activité économique";"46.48Z";"Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie"
"ACTIVITY";"Activité économique";"16.10B";"Imprégnation du bois"
"ACTIVITY";"Activité économique";"46.52Z";"Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication"
"ACTIVITY";"Activité économique";"28.96Z";"Fabrication de machines pour le travail du caoutchouc ou des plastiques"
"ACTIVITY";"Activité économique";"47.52B";"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)"
"ACTIVITY";"Activité économique";"38.31Z";"Démantèlement d'épaves"
"ACTIVITY";"Activité économique";"46.62Z";"Commerce de gros (commerce interentreprises) de machines-outils"
"ACTIVITY";"Activité économique";"46.12B";"Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques"
"ACTIVITY";"Activité économique";"46.22Z";"Commerce de gros (commerce interentreprises) de fleurs et plantes"
"ACTIVITY";"Activité économique";"23.11";"Fabrication de verre plat"
"ACTIVITY";"Activité économique";"24.20Z";"Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier"
"ACTIVITY";"Activité économique";"41.10B";"Promotion immobilière de bureaux"
"ACTIVITY";"Activité économique";"10.51A";"Fabrication de lait liquide et de produits frais"
"ACTIVITY";"Activité économique";"32.40Z";"Fabrication de jeux et jouets"
"ACTIVITY";"Activité économique";"47.71Z";"Commerce de détail d'habillement en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.52A";"Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)"
"ACTIVITY";"Activité économique";"41.10";"Promotion immobilière"
"ACTIVITY";"Activité économique";"10.73Z";"Fabrication de pâtes alimentaires"
"ACTIVITY";"Activité économique";"20.16Z";"Fabrication de matières plastiques de base"
"ACTIVITY";"Activité économique";"13.99";"Fabrication d'autres textiles n.c.a."
"ACTIVITY";"Activité économique";"20.15";"Fabrication de produits azotés et d'engrais"
"ACTIVITY";"Activité économique";"47.79Z";"Commerce de détail de biens d'occasion en magasin"
"ACTIVITY";"Activité économique";"46.74A";"Commerce de gros (commerce interentreprises) de quincaillerie"
"ACTIVITY";"Activité économique";"47.11C";"Supérettes"
"ACTIVITY";"Activité économique";"20.12";"Fabrication de colorants et de pigments"
"ACTIVITY";"Activité économique";"46.12A";"Centrales d'achat de carburant"
"ACTIVITY";"Activité économique";"46.23Z";"Commerce de gros (commerce interentreprises) d'animaux vivants"
"ACTIVITY";"Activité économique";"45.20A";"Entretien et réparation de véhicules automobiles légers"
"ACTIVITY";"Activité économique";"47.51Z";"Commerce de détail de textiles en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.69A";"Commerce de gros (commerce interentreprises) de matériel électrique"
"ACTIVITY";"Activité économique";"47.43Z";"Commerce de détail de matériels audio et vidéo en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.64Z";"Commerce de détail d'articles de sport en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.11Z";"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis"
"ACTIVITY";"Activité économique";"46.39A";"Commerce de gros (commerce interentreprises) de produits surgelés"
"ACTIVITY";"Activité économique";"46.75Z";"Commerce de gros (commerce interentreprises) de produits chimiques"
"ACTIVITY";"Activité économique";"47.59B";"Commerce de détail d'autres équipements du foyer"
"ACTIVITY";"Activité économique";"46.38A";"Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques"
"ACTIVITY";"Activité économique";"46.34Z";"Commerce de gros (commerce interentreprises) de boissons"
"ACTIVITY";"Activité économique";"46.16Z";"Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir"
"ACTIVITY";"Activité économique";"46.17B";"Autres intermédiaires du commerce en denrées, boissons et tabac"
"ACTIVITY";"Activité économique";"47.11B";"Commerce d'alimentation générale"
"ACTIVITY";"Activité économique";"46.43Z";"Commerce de gros (commerce interentreprises) d'appareils électroménagers"
"ACTIVITY";"Activité économique";"46.63Z";"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil"
"ACTIVITY";"Activité économique";"46.21Z";"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail"
"ACTIVITY";"Activité économique";"26.12Z";"Fabrication de cartes électroniques assemblées"
"ACTIVITY";"Activité économique";"46.39B";"Commerce de gros (commerce interentreprises) alimentaire non spécialisé"
"ACTIVITY";"Activité économique";"46.18Z";"Intermédiaires spécialisés dans le commerce d'autres produits spécifiques"
"ACTIVITY";"Activité économique";"45.32Z";"Commerce de détail d'équipements automobiles"
"ACTIVITY";"Activité économique";"46.51Z";"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels"
"ACTIVITY";"Activité économique";"46.32C";"Commerce de gros (commerce interentreprises) de volailles et gibier"
"ACTIVITY";"Activité économique";"47.63Z";"Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.26Z";"Commerce de détail de produits à base de tabac en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.62Z";"Commerce de détail de journaux et papeterie en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.73Z";"Commerce de détail de produits pharmaceutiques en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.74B";"Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage"
"ACTIVITY";"Activité économique";"47.72A";"Commerce de détail de la chaussure"
"ACTIVITY";"Activité économique";"47.78C";"Autres commerces de détail spécialisés divers"
"ACTIVITY";"Activité économique";"46.19B";"Autres intermédiaires du commerce en produits divers"
"ACTIVITY";"Activité économique";"46.44Z";"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien"
"ACTIVITY";"Activité économique";"47.11F";"Hypermarchés"
"ACTIVITY";"Activité économique";"46.36Z";"Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie"
"ACTIVITY";"Activité économique";"46.32B";"Commerce de gros (commerce interentreprises) de produits à base de viande"
"ACTIVITY";"Activité économique";"46.32A";"Commerce de gros (commerce interentreprises) de viandes de boucherie"
"ACTIVITY";"Activité économique";"46.45Z";"Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté"
"ACTIVITY";"Activité économique";"47.19A";"Grands magasins"
"ACTIVITY";"Activité économique";"47.21Z";"Commerce de détail de fruits et légumes en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.73B";"Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration"
"ACTIVITY";"Activité économique";"47.82Z";"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés"
"ACTIVITY";"Activité économique";"45.19Z";"Commerce d'autres véhicules automobiles"
"ACTIVITY";"Activité économique";"47.41Z";"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé"
"ACTIVITY";"Activité économique";"47.42Z";"Commerce de détail de matériels de télécommunication en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.38B";"Commerce de gros (commerce interentreprises) alimentaire spécialisé divers"
"ACTIVITY";"Activité économique";"90.03A";"Création artistique relevant des arts plastiques"
"ACTIVITY";"Activité économique";"46.90Z";"Commerce de gros (commerce interentreprises) non spécialisé"
"ACTIVITY";"Activité économique";"90.02Z";"Activités de soutien au spectacle vivant"
"ACTIVITY";"Activité économique";"47.25Z";"Commerce de détail de boissons en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.65Z";"Commerce de gros (commerce interentreprises) de mobilier de bureau"
"ACTIVITY";"Activité économique";"47.59A";"Commerce de détail de meubles"
"ACTIVITY";"Activité économique";"46.47Z";"Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage"
"ACTIVITY";"Activité économique";"49.50Z";"Transports par conduites"
"ACTIVITY";"Activité économique";"56.10A";"Restauration traditionnelle"
"ACTIVITY";"Activité économique";"95.23Z";"Réparation de chaussures et d'articles en cuir"
"ACTIVITY";"Activité économique";"68.20A";"Location de logements"
"ACTIVITY";"Activité économique";"46.13Z";"Intermédiaires du commerce en bois et matériaux de construction"
"ACTIVITY";"Activité économique";"52.10A";"Entreposage et stockage frigorifique"
"ACTIVITY";"Activité économique";"77.12Z";"Location et location-bail de camions"
"ACTIVITY";"Activité économique";"46.19A";"Centrales d'achat non alimentaires"
"ACTIVITY";"Activité économique";"77.11A";"Location de courte durée de voitures et de véhicules automobiles légers"
"ACTIVITY";"Activité économique";"46.49Z";"Commerce de gros (commerce interentreprises) d'autres biens domestiques"
"ACTIVITY";"Activité économique";"46.42Z";"Commerce de gros (commerce interentreprises) d'habillement et de chaussures"
"ACTIVITY";"Activité économique";"81.29B";"Autres activités de nettoyage n.c.a."
"ACTIVITY";"Activité économique";"95.22Z";"Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin"
"ACTIVITY";"Activité économique";"47.54Z";"Commerce de détail d'appareils électroménagers en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.66Z";"Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau"
"ACTIVITY";"Activité économique";"68.32A";"Administration d'immeubles et autres biens immobiliers"
"ACTIVITY";"Activité économique";"95.21Z";"Réparation de produits électroniques grand public"
"ACTIVITY";"Activité économique";"92.00Z";"Organisation de jeux de hasard et d'argent"
"ACTIVITY";"Activité économique";"61.90Z";"Autres activités de télécommunication"
"ACTIVITY";"Activité économique";"47.65Z";"Commerce de détail de jeux et jouets en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.24Z";"Commerce de gros (commerce interentreprises) de cuirs et peaux"
"ACTIVITY";"Activité économique";"47.61Z";"Commerce de détail de livres en magasin spécialisé"
"ACTIVITY";"Activité économique";"46.71Z";"Commerce de gros (commerce interentreprises) de combustibles et de produits annexes"
"ACTIVITY";"Activité économique";"55.10Z";"Hôtels et hébergement similaire"
"ACTIVITY";"Activité économique";"47.30Z";"Commerce de détail de carburants en magasin spécialisé"
"ACTIVITY";"Activité économique";"80.10Z";"Activités de sécurité privée"
"ACTIVITY";"Activité économique";"95.24Z";"Réparation de meubles et d'équipements du foyer"
"ACTIVITY";"Activité économique";"59.13B";"Édition et distribution vidéo"
"ACTIVITY";"Activité économique";"62.01Z";"Programmation informatique"
"ACTIVITY";"Activité économique";"47.89Z";"Autres commerces de détail sur éventaires et marchés"
"ACTIVITY";"Activité économique";"62.03Z";"Gestion d'installations informatiques"
"ACTIVITY";"Activité économique";"46.33Z";"Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles"
"ACTIVITY";"Activité économique";"90.01Z";"Arts du spectacle vivant"
"ACTIVITY";"Activité économique";"59.20Z";"Enregistrement sonore et édition musicale"
"ACTIVITY";"Activité économique";"46.76Z";"Commerce de gros (commerce interentreprises) d'autres produits intermédiaires"
"ACTIVITY";"Activité économique";"47.19B";"Autres commerces de détail en magasin non spécialisé"
"ACTIVITY";"Activité économique";"78.10Z";"Activités des agences de placement de main-d'œuvre"
"ACTIVITY";"Activité économique";"96.01B";"Blanchisserie-teinturerie de détail"
"ACTIVITY";"Activité économique";"46.77Z";"Commerce de gros (commerce interentreprises) de déchets et débris"
"ACTIVITY";"Activité économique";"49.10Z";"Transport ferroviaire interurbain de voyageurs"
"ACTIVITY";"Activité économique";"70.22Z";"Conseil pour les affaires et autres conseils de gestion"
"ACTIVITY";"Activité économique";"73.20Z";"Études de marché et sondages"
"ACTIVITY";"Activité économique";"47.76Z";"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé"
"ACTIVITY";"Activité économique";"56.29A";"Restauration collective sous contrat"
"ACTIVITY";"Activité économique";"60.20A";"Édition de chaînes généralistes"
"ACTIVITY";"Activité économique";"46.64Z";"Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement"
"ACTIVITY";"Activité économique";"59.11B";"Production de films institutionnels et publicitaires"
"ACTIVITY";"Activité économique";"91.04Z";"Gestion des jardins botaniques et zoologiques et des réserves naturelles"
"ACTIVITY";"Activité économique";"47.99A";"Vente à domicile"
"ACTIVITY";"Activité économique";"47.99B";"Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a."
"ACTIVITY";"Activité économique";"79.11Z";"Activités des agences de voyage"
"ACTIVITY";"Activité économique";"73.11Z";"Activités des agences de publicité"
"ACTIVITY";"Activité économique";"93.19Z";"Autres activités liées au sport"
"ACTIVITY";"Activité économique";"77.31Z";"Location et location-bail de machines et équipements agricoles"
"ACTIVITY";"Activité économique";"82.99Z";"Autres activités de soutien aux entreprises n.c.a."
"ACTIVITY";"Activité économique";"93.21Z";"Activités des parcs d'attractions et parcs à thèmes"
"ACTIVITY";"Activité économique";"82.92Z";"Activités de conditionnement"
"ACTIVITY";"Activité économique";"58.29A";"Édition de logiciels système et de réseau"
"ACTIVITY";"Activité économique";"96.03Z";"Services funéraires"
"ACTIVITY";"Activité économique";"46.72Z";"Commerce de gros (commerce interentreprises) de minerais et métaux"
"ACTIVITY";"Activité économique";"82.30Z";"Organisation de foires, salons professionnels et congrès"
"ACTIVITY";"Activité économique";"71.20B";"Analyses, essais et inspections techniques"
"ACTIVITY";"Activité économique";"72.11Z";"Recherche-développement en biotechnologie"
"ACTIVITY";"Activité économique";"80.20Z";"Activités liées aux systèmes de sécurité"
"ACTIVITY";"Activité économique";"74.30Z";"Traduction et interprétation"
"ACTIVITY";"Activité économique";"63.91Z";"Activités des agences de presse"
"ACTIVITY";"Activité économique";"49.39B";"Autres transports routiers de voyageurs"
"ACTIVITY";"Activité économique";"59.14Z";"Projection de films cinématographiques"
"ACTIVITY";"Activité économique";"77.29Z";"Location et location-bail d'autres biens personnels et domestiques"
"ACTIVITY";"Activité économique";"58.19Z";"Autres activités d'édition"
"ACTIVITY";"Activité économique";"58.21Z";"Édition de jeux électroniques"
